Node Number,x,y,z,Dynamic Pressure
307550.0,0.43,0.09,0.0,12.00081
311700.0,0.44,0.09,0.0,8.410601
315850.0,0.45,0.09,0.0,5.7404720000000005
320000.0,0.46,0.09,0.0,3.870382
324150.0,0.47,0.09,0.0,2.5902789999999998
328750.0,0.48,0.09,0.0,2.820303
336600.0,0.49,0.09,0.0,0.6770745
340750.0,0.51,0.09,0.0,0.38804310000000003
550.0,0.0,0.1,0.0,1.500478
4700.0,0.01,0.1,0.0,2.410715
8850.0,0.02,0.1,0.0,3.7610699999999997
13000.0,0.03,0.1,0.0,5.7416
17150.0,0.04,0.1,0.0,8.562380000000001
21300.0,0.05,0.1,0.0,12.303360000000001
25450.0,0.06,0.1,0.0,16.904429999999998
29600.0,0.07,0.1,0.0,22.00542
33750.0,0.08,0.1,0.0,27.1064
38450.0,0.09,0.1,0.0,31.609530874
46750.0,0.1,0.1,0.0,35.51181307
55050.0,0.11,0.1,0.0,39.114830500000004
63350.0,0.12,0.1,0.0,43.2183147
71650.0,0.13,0.1,0.0,48.044247
79950.0,0.14,0.1,0.0,53.1171805
88250.0,0.15,0.1,0.0,57.15468
96000.0,0.16,0.1,0.0,0.490205
100700.0,0.17,0.1,0.0,59.397156
109000.0,0.18,0.1,0.0,58.308347999999995
117300.0,0.19,0.1,0.0,54.717234999999995
125600.0,0.2,0.1,0.0,49.466170000000005
133900.0,0.21,0.1,0.0,44.04542
142200.0,0.22,0.1,0.0,39.26529
150500.0,0.23,0.1,0.0,36.00567
158800.0,0.24,0.1,0.0,34.60619
166550.0,0.25,0.1,0.0,22.00542
171250.0,0.26,0.1,0.0,39.80772
180100.0,0.27,0.1,0.0,46.489126
192000.0,0.28,0.1,0.0,39.579075
200300.0,0.29,0.1,0.0,41.839862
208600.0,0.3,0.1,0.0,45.020334000000005
216900.0,0.31,0.1,0.0,49.180428
225200.0,0.32,0.1,0.0,53.731244999999994
233500.0,0.33,0.1,0.0,57.3226343
241250.0,0.34,0.1,0.0,0.2120481
245950.0,0.35,0.1,0.0,58.6073687
254800.0,0.36,0.1,0.0,109.16240869999999
266700.0,0.38,0.1,0.0,45.737813100000004
275000.0,0.39,0.1,0.0,38.330529229999996
283850.0,0.4,0.1,0.0,30.72928928
295750.0,0.41,0.1,0.0,23.707201780000002
303500.0,0.42,0.1,0.0,17.70176
307650.0,0.43,0.1,0.0,12.701319999999999
311800.0,0.44,0.1,0.0,8.850958
315950.0,0.45,0.1,0.0,6.030718
320100.0,0.46,0.1,0.0,4.070595
324250.0,0.47,0.1,0.0,2.730482
328950.0,0.48,0.1,0.0,2.980572
336700.0,0.49,0.1,0.0,0.7211449999999999
340850.0,0.51,0.1,0.0,0.41308429999999996
650.0,0.0,0.11,0.0,1.510819
4800.0,0.01,0.11,0.0,2.4712400000000003
8950.0,0.02,0.11,0.0,3.92188
13100.0,0.03,0.11,0.0,6.09288
17250.0,0.04,0.11,0.0,9.274479999999999
21400.0,0.05,0.11,0.0,13.606489999999999
25550.0,0.06,0.11,0.0,19.20856
29700.0,0.07,0.11,0.0,25.5103
33850.0,0.08,0.11,0.0,32.0121
38650.0,0.09,0.11,0.0,38.31696196
46950.0,0.1,0.11,0.0,43.92086576
55250.0,0.11,0.11,0.0,49.226067900000004
63550.0,0.12,0.11,0.0,54.7304405
71850.0,0.13,0.11,0.0,60.752776000000004
80150.0,0.14,0.11,0.0,66.520331
88450.0,0.15,0.11,0.0,70.554114
96100.0,0.16,0.11,0.0,0.479344
100900.0,0.17,0.11,0.0,71.598837
109200.0,0.18,0.11,0.0,68.62531899999999
117500.0,0.19,0.11,0.0,62.68314
125800.0,0.2,0.11,0.0,55.33099
134100.0,0.21,0.11,0.0,48.199310000000004
142400.0,0.22,0.11,0.0,42.479020000000006
150700.0,0.23,0.11,0.0,38.91019
159000.0,0.24,0.11,0.0,37.81172
166650.0,0.25,0.11,0.0,25.5103
171450.0,0.26,0.11,0.0,45.21468
180400.0,0.27,0.11,0.0,53.73809
192200.0,0.28,0.11,0.0,48.14814
200500.0,0.29,0.11,0.0,52.06955000000001
208800.0,0.3,0.11,0.0,56.630307
217100.0,0.31,0.11,0.0,61.960268000000006
225400.0,0.32,0.11,0.0,67.18458600000001
233700.0,0.33,0.11,0.0,70.75712399999999
241350.0,0.34,0.11,0.0,0.22612200000000002
246150.0,0.35,0.11,0.0,70.8213707
255100.0,0.36,0.11,0.0,127.3783459
266900.0,0.38,0.11,0.0,51.4453435
275200.0,0.39,0.11,0.0,42.1361554
284150.0,0.4,0.11,0.0,33.2339294
295950.0,0.41,0.11,0.0,25.309096859999997
303600.0,0.42,0.11,0.0,18.603160000000003
307750.0,0.43,0.11,0.0,13.20258
311900.0,0.44,0.11,0.0,9.17203
316050.0,0.45,0.11,0.0,6.25186
320200.0,0.46,0.11,0.0,4.23184
324350.0,0.47,0.11,0.0,2.8514500000000003
329150.0,0.48,0.11,0.0,3.1514749999999996
336800.0,0.49,0.11,0.0,0.765386
340950.0,0.51,0.11,0.0,0.439224
750.0,0.0,0.12,0.0,1.4613
4900.0,0.01,0.12,0.0,2.42192
9050.0,0.02,0.12,0.0,3.8928800000000003
13200.0,0.03,0.12,0.0,6.1444
17350.0,0.04,0.12,0.0,9.4968
21500.0,0.05,0.12,0.0,14.209629999999999
25650.0,0.06,0.12,0.0,20.5125
29800.0,0.07,0.12,0.0,27.9151
33950.0,0.08,0.12,0.0,36.0179
38850.0,0.09,0.12,0.0,44.22473337
47150.0,0.1,0.12,0.0,51.93051874
55450.0,0.11,0.12,0.0,59.3382254
63750.0,0.12,0.12,0.0,66.5432562
72050.0,0.13,0.12,0.0,73.861907
80350.0,0.14,0.12,0.0,80.22108999999999
88650.0,0.15,0.12,0.0,83.944221
96200.0,0.16,0.12,0.0,0.451541
101100.0,0.17,0.12,0.0,83.763964
109400.0,0.18,0.12,0.0,78.77969999999999
117700.0,0.19,0.12,0.0,70.63762
126000.0,0.2,0.12,0.0,61.40538
134300.0,0.21,0.12,0.0,52.65399
142600.0,0.22,0.12,0.0,45.706230000000005
150900.0,0.23,0.12,0.0,41.42133
159200.0,0.24,0.12,0.0,40.3254
166750.0,0.25,0.12,0.0,27.9151
