x,y,z,dynamic pressure
0,0.15,0.1,9.80E-01
0,0.15,0.11,9.17E-01
0,0.15,0.12,8.53E-01
0,0.15,0.13,7.90E-01
0,0.15,0.14,7.31E-01
0,0.15,0.15,6.75E-01
0,0.15,0.16,6.23E-01
0,0.15,0.17,5.77E-01
0,0.15,0.18,5.37E-01
0,0.15,0.19,5.05E-01
0,0.15,0.2,4.80E-01
0,0.15,0.21,4.61E-01
0,0.15,0.22,4.50E-01
0,0.15,0.23,4.42E-01
0,0.15,0.24,4.36E-01
0,0.15,0.25,4.30E-01
0,0.15,0.26,4.23E-01
0,0.15,0.27,4.12E-01
0,0.15,0.28,3.98E-01
0,0.15,0.29,3.82E-01
0,0.15,0.3,3.62E-01
0,0.15,0.31,3.41E-01
0,0.15,0.32,3.20E-01
0,0.15,0.33,3.01E-01
0,0.15,0.34,2.83E-01
0,0.15,0.35,2.70E-01
0,0.15,0.36,2.61E-01
0,0.15,0.37,2.57E-01
0,0.15,0.38,2.58E-01
0,0.15,0.39,2.64E-01
0,0.15,0.4,2.74E-01
0,0.15,0.41,2.90E-01
0,0.15,0.42,3.10E-01
0,0.15,0.43,3.34E-01
0,0.15,0.44,3.61E-01
0,0.15,0.45,3.89E-01
0,0.15,0.46,4.20E-01
0,0.15,0.47,4.49E-01
0,0.15,0.48,4.75E-01
0,0.15,0.49,4.87E-01
0,0.16,0,1.72E+00
0,0.16,0.01,1.63E+00
0,0.16,0.02,1.51E+00
0,0.16,0.03,1.44E+00
0,0.16,0.04,1.37E+00
0,0.16,0.05,1.32E+00
0,0.16,0.06,1.27E+00
0,0.16,0.07,1.22E+00
0,0.16,0.08,1.16E+00
0,0.16,0.09,1.09E+00
0,0.16,0.1,1.02E+00
0,0.16,0.11,9.39E-01
0,0.16,0.12,8.63E-01
0,0.16,0.13,7.90E-01
0,0.16,0.14,7.24E-01
0,0.16,0.15,6.65E-01
0,0.16,0.16,6.13E-01
0,0.16,0.17,5.69E-01
0,0.16,0.18,5.35E-01
0,0.16,0.19,5.09E-01
0,0.16,0.2,4.91E-01
0,0.16,0.21,4.81E-01
