Node Number,x,y,z,Dynamic Pressure
22749.0,0.378,0.122,0.,1.06
24112.0,0.388,0.122,0.,0.723
25524.0,0.398,0.122,0.,0.466
26978.0,0.408,0.122,0.,0.281
28474.0,0.418,0.122,0.,0.157
30010.0,0.429,0.122,0.,0.0785
31584.0,0.439,0.122,0.,0.0348
33194.0,0.449,0.122,0.,0.0137
34838.0,0.459,0.122,0.,0.00615
36514.0,0.469,0.122,0.,0.00432
38220.0,0.48,0.122,0.,0.00282
39954.0,0.49,0.122,0.,0.0016
41714.0,0.5,0.122,0.,0.000967
659.0,0.,0.133,0.,0.000469
657.0,0.010,0.133,0.,0.000683
797.0,0.02,0.133,0.,0.00228
952.0,0.031,0.133,0.,0.00901
1126.0,0.041,0.133,0.,0.0262
1320.0,0.051,0.133,0.,0.0602
1535.0,0.061,0.133,0.,0.121
1772.0,0.071,0.133,0.,0.221
2032.0,0.082,0.133,0.,0.375
2316.0,0.092,0.133,0.,0.592
2625.0,0.102,0.133,0.,0.877
2960.0,0.112,0.133,0.,1.23
3322.0,0.122,0.133,0.,1.64
3712.0,0.133,0.133,0.,2.1
4131.0,0.143,0.133,0.,2.6
4580.0,0.153,0.133,0.,3.11
5060.0,0.163,0.133,0.,3.58
5572.0,0.173,0.133,0.,3.99
6117.0,0.184,0.133,0.,4.3
6696.0,0.194,0.133,0.,4.53
7310.0,0.204,0.133,0.,4.76
7960.0,0.214,0.133,0.,5.05
8647.0,0.225,0.133,0.,5.51
9372.0,0.235,0.133,0.,6.17
